Path,Size,Size human,Category,Label,Reference evidence,Reason,Recommendation,Risk
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_metal.mat,4079,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/pattern_wall.mat,4079,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/teatable.mat,4079,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_mat1.mat,4078,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/toilet_wood1.mat,4078,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/green_wood_1.mat,4078,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/DrainerNew.mat,4078,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/inner_roof3.mat,4077,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/tolpaper.mat,4076,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/M_toilet.mat,4076,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/TV_Shelf.mat,4076,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/table1.mat,4076,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_coat.mat,4075,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Table Mat.mat,4075,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/plate.mat,4075,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/pillow_1.mat,4075,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/IgniteCoders/Simple Water Shader/Info/Scripts/Editor/ReadmeEditor.cs,4075,4.0 KB,A: no text/GUID refs found,Unknown/runtime-loaded,,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/switch2.mat,4074,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/glass_1.mat,4074,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/granite.mat,4074,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Notepad.mat,4072,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/shelf1.mat,4072,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/door1.mat,4072,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/towl_2.mat,4072,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/flower.mat,4072,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TextMesh Pro/Shaders/TMP_Bitmap-Mobile.shader,4071,4.0 KB,A: no text/GUID refs found,Unknown/runtime-loaded,,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/switch1.mat,4071,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/steel.mat,4071,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed.mat,4070,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bedroom_wood_table.mat,4070,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/wines.mat,4070,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_floor3.mat,4068,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/plant_pot.mat,4062,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_sider.mat,4061,4.0 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Idyllic Italian Coast Town/Materials/M_ground 1.mat,4040,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Materials/Study Room/studyroom_floor3.mat,4030,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/dressing_mirror1.mat,4028,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/metaldryer.mat,4024,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/metal_1.mat,4019,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/handle_1.mat,4019,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/handle.mat,4017,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/metal.mat,4017,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/leaf.mat,4015,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Switch.mat,4013,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/chair_2.mat,3977,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/NewCarpet.mat,3977,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bird and Nest.mat,3972,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/LightPlastic02.mat,3972,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Family Love.mat,3970,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Sofa Set.mat,3968,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Cutlery.mat,3968,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/LightBulb02.mat,3968,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Idyllic Italian Coast Town/Materials/M_brickwall.mat,3968,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TextMesh Pro/Sprites/EmojiOne.json,3966,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Lets Eat.mat,3966,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Loading.mat,3965,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Cartoon.mat,3965,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Decor.mat,3964,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Idyllic Italian Coast Town/Materials/M_asphalt.mat,3963,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Tree.mat,3962,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Line.mat,3961,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Materials/PandaMat.mat,3944,3.9 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/PictureImage03.mat,3926,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/little_props.mat,3918,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/magazine1.mat,3914,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_10.mat,3912,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_7.mat,3911,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_sheet.mat,3911,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_2.mat,3911,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_5.mat,3910,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_4.mat,3910,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_1.mat,3910,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_8.mat,3910,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_3.mat,3909,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/My_Custom/mtrls/Grass.mat,3909,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Plant.mat,3907,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TerrainSampleAssets/Textures/Terrain/sand.mat,3907,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Bed Room/Materials/CommonCeramic01.mat,3873,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/LightPlastic02.mat,3872,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/ceiling_light.mat,3871,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/LightBulb02.mat,3870,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Cherry Highgloss.mat,3868,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/knife-block.mat,3866,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/LightPlastic01.mat,3862,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/PictureImage01.mat,3860,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/book_6.mat,3855,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/mug-tree.mat,3855,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Door_frame_mat_1.mat,3855,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/exterior_wall.mat,3853,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Window_1.mat,3851,3.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TextMesh Pro/Shaders/TMP_Bitmap.shader,3839,3.7 KB,A: no text/GUID refs found,Unknown/runtime-loaded,,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Materials/M_Metal.mat,3839,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TextMesh Pro/Shaders/TMP_Bitmap-Custom-Atlas.shader,3836,3.7 KB,A: no text/GUID refs found,Unknown/runtime-loaded,,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/BCaT_assets/LindaLeaks/Materials/LL_RoseClay.mat,3835,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT/Exhibits/BlackKitchen/Materials/BlackKitchen_PromptPanel.mat,3832,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT/Exhibits/BlackKitchen/Materials/BlackKitchen_DarkWall.mat,3827,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/ceiling_light_emission.mat,3825,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/washingglass.mat,3820,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/chopping-board.mat,3819,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/LightChrome01.mat,3817,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/defaultMat.mat,3815,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/drainer.mat,3812,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Food Pack-Demo/Prefabs with colliders/Frappe B.prefab,3812,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/LightEmission01.mat,3811,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Brass.mat,3810,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/ceramic.mat,3810,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/CommonPlastic01.mat,3810,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/PictureBorder01.mat,3809,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Shadow Caster.mat,3807,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bathroom Shelf.mat,3806,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Chrome Clean.mat,3803,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Knife_Holder_mat.mat,3801,3.7 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/No Name.mat,3800,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Mug_Holder_mat.mat,3799,3.7 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Chopboard_mat.mat,3798,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/dressing_mirror_glass.mat,3797,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/drainer.mat,3793,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/knives.mat,3792,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/No Name.mat,3780,3.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
