Path,Source size,Source size human,Vertex count,Triangle count,Submesh count,Material count,Blend shapes,Animation clips,Read/Write status,Mesh compression,Imported cameras,Imported lights,Referencing scenes/prefabs,Collider type,MeshCollider usage,Duplicated model hints,LOD existence,Hidden/unused geometry,Embedded oversized textures,GLB chunk details,Recommended action,Risk level
Assets/DevDen Arch Viz Scotland/Models/Bed Room/Painting_Photo_B.FBX,23392,22.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Bed Room/PhotoFrames.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_Bucket_01.fbx,23388,22.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_Bucket_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_Haystack_04.fbx,23340,22.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_Haystack_04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust05.fbx,23308,22.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_WoodenBox_03.fbx,23308,22.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_WoodenBox_03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_SmallFarmingTool_05.fbx,23276,22.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_SmallFarmingTool_05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Ice cream stick C.fbx,23260,22.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Ice cream stick C.prefab; Assets/Food Pack-Demo/Prefabs/Ice cream stick C.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/UnityTechnologies/Basic Asset Pack Interior/Models/SofaCusion.FBX,23200,22.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Furniture/SofaArmChair.prefab; Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Furniture/SofaDouble.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_Haystack_06.fbx,23196,22.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_Haystack_06.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Armchair_Classic_2.fbx,23180,22.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Armchair_Classic_2.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_AnimalFeeder_02.fbx,23180,22.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_AnimalFeeder_02.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger01.fbx,23164,22.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/TissueHanger01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/BrokenVector/LowPolyFencePack/Models/Fence Type6 Big.dae,23104,22.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,,,Assets/BrokenVector/LowPolyFencePack/Prefabs/Fence Type6 Big.prefab; Assets/BrokenVector/LowPolyFencePack/Scenes/All Fences Example.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table31.fbx,23036,22.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table31.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Tree_02.fbx,23004,22.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_Tree_02.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger01.fbx,22972,22.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/food_Garlic.fbx,22972,22.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/food_Garlic.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Bed Room/Painting_Small_C.FBX,22960,22.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Bed Room/PhotoFrames.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust01.fbx,22940,22.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Wheat.fbx,22940,22.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_Wheat.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_WoodenCrates_03.fbx,22924,22.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_WoodenCrates_03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust07.fbx,22812,22.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_MetalFence_01.fbx,22812,22.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_MetalFence_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_07.fbx,22796,22.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/UnityTechnologies/Basic Asset Pack Interior/Models/BedPillow.FBX,22768,22.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/BH_XR_MainScene.unity; Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Furniture/BedDouble.prefab; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Sofa_2Seat.fbx,22764,22.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Sofa_2Seat.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/food_Avocado.fbx,22684,22.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/food_Avocado.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Speaker_Floor.fbx,22652,22.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/BH_XR_MainScene.unity; Assets/LowPolyLivingRoomPack/Prefabs/Speaker_Floor.prefab; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Clock_WallRound.fbx,22636,22.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Clock_WallRound.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/kitchen_top_piece.fbx,22624,22.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Kitchen Room/Kitchen_Cabinet-1.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_03.fbx,22620,22.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_WoodenBox_01.fbx,22492,22.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_WoodenBox_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/food_Cucumber.fbx,22492,22.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/food_Cucumber.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_01.fbx,22460,21.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_SmallFarmingTool_04.fbx,22444,21.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_SmallFarmingTool_04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_WoodenBox_04.fbx,22412,21.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_WoodenBox_04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Vase_2.fbx,22348,21.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Vase_2.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Stereo_Speaker.fbx,22204,21.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Stereo_Speaker.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table09.fbx,22124,21.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table09.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Pretzel.fbx,22124,21.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Pretzel.prefab; Assets/Food Pack-Demo/Prefabs/Pretzel.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Tree_07.fbx,22092,21.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_Tree_07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Lamp_Tall.fbx,22076,21.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Lamp_Tall.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/UnityTechnologies/Basic Asset Pack Interior/Models/ChairDinningA.FBX,21984,21.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Furniture/ChairDinningA.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table10.fbx,21916,21.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table10.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Lamb Chop Cooked.fbx,21900,21.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Lamb Chop Cooked.prefab; Assets/Food Pack-Demo/Prefabs/Lamb Chop Cooked.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh Collider/Lamb Chop Cooked.fbx,21900,21.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,Unknown
Assets/LowPolyLivingRoomPack/Meshes/Armchair_Classic.fbx,21868,21.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Armchair_Classic.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_Haystack_07.fbx,21836,21.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_Haystack_07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Lamb Chop.fbx,21820,21.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Lamb Chop.prefab; Assets/Food Pack-Demo/Prefabs/Lamb Chop.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh Collider/Lamb Chop.fbx,21820,21.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,Unknown
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_BigFarmingTool_07.fbx,21756,21.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_BigFarmingTool_07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Tomato Quarter.fbx,21740,21.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Tomato Quarter.prefab; Assets/Food Pack-Demo/Prefabs/Tomato Quarter.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/LowPolyLivingRoomPack/Meshes/Nightstand_2.fbx,21724,21.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/LowPolyLivingRoomPack/Prefabs/Nightstand_2.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/UnityTechnologies/Basic Asset Pack Interior/Models/LightBulb.FBX,21680,21.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Lights/LampSmall.prefab; Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Lights/LampTall.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Prop_AnimalFeeder_01.fbx,21676,21.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_AnimalFeeder_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Models/Primitive_Pyramid.fbx,21632,21.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Prefabs/Gaze Interactables.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
