Asset path,Asset type,Source file size,Source file size human,Estimated packed/build size,Referencing scene/prefab/component/script/Resources,Also present in StreamingAssets,Recommended action,Risk level
Assets/Furniture Mega Pack/Textures/Sofas/Sofa14/Sofa14_mat_Sofa14_AlbedoTransparency.png,Texture,4717571,4.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa14.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table01/Table01_mat_Table01_Normal.png,Texture,4697649,4.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table01.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table35/Table35_mat_Table35_AlbedoTransparency.png,Texture,4683665,4.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table35.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa26/Sofa26_mat_Sofa26_AlbedoTransparency.png,Texture,4660501,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa26.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_flowerpots_Normal.png,Texture,4655958,4.4 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_flowerpots 1.mat; Assets/Idyllic Italian Coast Town/Materials/M_flowerpots.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_AlbedoTransparency.png,Texture,4649154,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair06.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table45/Table45_mat_Table45_AlbedoTransparency.png,Texture,4618509,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table45.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table03/Table03_mat_Table03_AlbedoTransparency.png,Texture,4617202,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table03.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table11/Table11_mat_Table11_Normal.png,Texture,4616922,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table11.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_AlbedoTransparency.png,Texture,4613275,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair21.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_AlbedoTransparency.png,Texture,4606213,4.4 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/marble.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/marble.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table39/Table39_mat_Table39_AlbedoTransparency.png,Texture,4602163,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table39.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair47/Chair47_mat_Chair47_Normal.png,Texture,4567915,4.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair47.mat,No,Review,High
Assets/_Recovery/0 (24).unity,Unity/Other,4564452,4.4 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table47/Table47_mat_Table47_AlbedoTransparency.png,Texture,4560978,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table47.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table21/Table21_mat_Table21_AlbedoTransparency.png,Texture,4537134,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table21.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table46/Table46_mat_Table46_AlbedoTransparency.png,Texture,4521086,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table46.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa03/Sofa03_mat_Sofa03_AlbedoTransparency.png,Texture,4504988,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa03.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair40/Chair40_mat_Chair40_Normal.png,Texture,4492836,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair40.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_MaskMap.png,Texture,4491482,4.3 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_windows.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair32/Chair32_mat_Chair32_Normal.png,Texture,4482663,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair32.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/dish-rack_ao.png,Texture,4482210,4.3 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/DrainerNew.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa36/Sofa36_mat_Sofa36_AlbedoTransparency.png,Texture,4482137,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa36.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table38/Table38_mat_Table38_Normal.png,Texture,4477878,4.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table38.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/red_brick_plaster_patch_02_nor_gl_2k.exr,Texture,4472925,4.3 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Closet/AtlasTexture_Closet_Normal.png,Texture,4446409,4.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Closet/mat_Closet.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair40/Chair40_mat_Chair40_AlbedoTransparency.png,Texture,4446124,4.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair40.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaFabric/SectionalSofaFabric_mat_SectionalSofaLeather_MetallicSmoothness.png,Texture,4426651,4.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_SectionalSofaFabric.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_AlbedoTransparency.png,Texture,4420969,4.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair12.mat,No,Review,High
Assets/BCaT_assets/SewingRoom/old_sewing_box.glb,Model/Mesh,4369120,4.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/StudyRoom_BG1.png,Texture,4368367,4.2 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Materials/Study Room/PictureImage03.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/PictureImage03.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table14/Table14_mat_Table14_AlbedoTransparency.png,Texture,4347019,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table14.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table12/Table12_mat_Table12_AlbedoTransparency.png,Texture,4342552,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table12.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_AlbedoTransparency.png,Texture,4339697,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair19.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_AlbedoTransparency.png,Texture,4333732,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair14.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_attachments_metal_MaskMap.png,Texture,4320284,4.1 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_attachments_metal.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table25/Table25_mat_Table25_AlbedoTransparency.png,Texture,4318437,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table25.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_Normal.png,Texture,4313707,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair01.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair37/Chair37_mat_Chair37_Normal.png,Texture,4305754,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair37.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table16/Table16_mat_Table16_AlbedoTransparency.png,Texture,4288082,4.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table16.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaFabric/SectionalSofaFabric_mat_SectionalSofaLeather_AlbedoTransparency.png,Texture,4228499,4.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_SectionalSofaFabric.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa29/Sofa29_mat_Sofa29_AlbedoTransparency.png,Texture,4203154,4.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa29.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_08_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_08.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_11_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_11.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_13_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_13.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_12_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_12.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_09_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_10_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_10.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_05_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_05.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_07_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_07.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_03_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_03.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_01_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_01.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_06_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_06.mat; Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_09.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_04_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_04.mat,No,Review,High
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_02_s.tga,Texture,4194348,4.0 MB,Unavailable: buildreport missing,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_02.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_MaskMap.png,Texture,4193225,4.0 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone 1.mat; Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_canopies02_Normal.png,Texture,4190537,4.0 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_canopies.mat,No,Review,High
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb,Model/Mesh,4185300,4.0 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_Normal.png,Texture,4171917,4.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair08.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair44/Chair44_mat_Chair44_AlbedoTransparency.png,Texture,4168132,4.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair44.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table17/Table17_mat_Table17_AlbedoTransparency.png,Texture,4162164,4.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table17.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa17/Sofa17_mat_Sofa17_AlbedoTransparency.png,Texture,4160459,4.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa17.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_canopies_Normal.png,Texture,4154722,4.0 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_canopies 1.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table31/Table31_mat_Table31_Normal.png,Texture,4152549,4.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table31.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_Normal.png,Texture,4140514,3.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair18.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_AlbedoTransparency.png,Texture,4135790,3.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair13.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/WhitePlaster.png,Texture,4122921,3.9 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table30/Table30_mat_Table30_Normal.png,Texture,4106381,3.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table30.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa16/Sofa16_mat_Sofa16_AlbedoTransparency.png,Texture,4096375,3.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa16.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa37/Sofa37_mat_Sofa37_AlbedoTransparency.png,Texture,4083498,3.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa37.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair29/Chair29_mat_Chair29_Normal.png,Texture,4073084,3.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair29.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_attachments_metal_BaseMap.png,Texture,4048267,3.9 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_attachments_metal.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table13/Table13_mat_Table13_AlbedoTransparency.png,Texture,3971551,3.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table13.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table04/Table04_mat_Table04_AlbedoTransparency.png,Texture,3967222,3.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table04.mat,No,Review,High
Assets/BCAT_GLB_TextureRemediation/generic_tulip_flower/Texture_2 _02.png,Texture,3965650,3.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_AlbedoTransparency.png,Texture,3957216,3.8 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/Knife_Holder_mat.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Knife_Holder_mat.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair31/Chair31_mat_Chair31_Normal.png,Texture,3938152,3.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair31.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsAmbientOcclusionMap.png,Texture,3933163,3.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Idyllic Italian Coast Town/Scenes/Demo Italy.unity,Unity/Other,3930756,3.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa23/Sofa23_mat_Sofa23_AlbedoTransparency.png,Texture,3926259,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa23.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_AlbedoTransparency.png,Texture,3921287,3.7 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/Chopboard_mat.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Chopboard_mat.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_AlbedoTransparency.png,Texture,3916588,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair46.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa04/Sofa04_mat_Sofa04_AlbedoTransparency.png,Texture,3914855,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa04.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_AlbedoTransparency.png,Texture,3909074,3.7 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Materials/Living Room/laptop.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/laptop.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa35/Sofa35_mat_Sofa35_MetallicSmoothness.png,Texture,3898397,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa35.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa27/Sofa27_mat_Sofa27_AlbedoTransparency.png,Texture,3891251,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa27.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_Normal.png,Texture,3871488,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair27.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table08/Table08_mat_Table08_Normal.png,Texture,3867458,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table08.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table27/Table27_mat_Table27_AlbedoTransparency.png,Texture,3859905,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table27.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsDisplacementMap.png,Texture,3859240,3.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table18/Table18_mat_Table18_AlbedoTransparency.png,Texture,3859221,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table18.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryAmbientOcclusionMap.png,Texture,3850400,3.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table40/Table40_mat_Table40_AlbedoTransparency.png,Texture,3839411,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table40.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table26/Table26_mat_Table26_Normal.png,Texture,3835826,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table26.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table28/Table28_mat_Table28_AlbedoTransparency.png,Texture,3830850,3.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table28.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/side_piece.fbx,Model/Mesh,3809312,3.6 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Prefabs/Kitchen Room/Kitchen_Cabinet-2.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table26/Table26_mat_Table26_AlbedoTransparency.png,Texture,3790413,3.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table26.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_Normal.png,Texture,3779716,3.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair28.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table24/Table24_mat_Table24_AlbedoTransparency.png,Texture,3776177,3.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table24.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorAmbientOcclusionMap.png,Texture,3760864,3.6 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table21/Table21_mat_Table21_Normal.png,Texture,3745243,3.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table21.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_attachments_tech_MaskMap.png,Texture,3743990,3.6 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_attachments_tech.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table07/Table07_mat_Table07_Normal.png,Texture,3735573,3.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table07.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenAmbientOcclusionMap.png,Texture,3728242,3.6 MB,Unavailable: buildreport missing,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Gingham Kitchen Linen.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair35/Chair35_mat_Chair35_Normal.png,Texture,3714823,3.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair35.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair34/Chair34_mat_Chair34_Normal.png,Texture,3714823,3.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair34.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/trash-can_normal.png,Texture,3703805,3.5 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Materials/Dining Room/trash-can.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/trash-can.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa21/Sofa21_mat_Sofa21_AlbedoTransparency.png,Texture,3700257,3.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa21.mat,No,Review,High
