SHA256,Path,Size,Size human,Duplicate group count,Group total size,Group total human,Recommendation,Risk
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wood_side_table_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_3_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall_mat_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/TV_Panels_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall_mat_1_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic01_2_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic02Biege_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chairI_Leg_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic02Biege_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_2_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/TV_Panels_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic01_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pillow_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_2_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Remote_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall_mat_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/handle_1_Metallic.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pillow_1_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toasterNew_Metallic.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toasterNew_1_Metallic.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_2_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/door1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_coat_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_coat_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic02Biege_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_2_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic01_2_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Socket_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall_mat_1_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/handle_Metallic.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Remote_2_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Socket_1_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c534dd3894810cd509e3e777af0ec2cd86c8022dd44442b082384d122d790d4e,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic02Biege_AO.png,20538,20.1 KB,31,636678,621.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
a798ca77f858b0ec4e9d9dc4f358e527a6cc603ef2b653e17a3ae7cf1aeae7ba,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_Metallic.png,95260,93.0 KB,2,190520,186.1 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
a798ca77f858b0ec4e9d9dc4f358e527a6cc603ef2b653e17a3ae7cf1aeae7ba,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_1_Metallic.png,95260,93.0 KB,2,190520,186.1 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
852f10deb0cab8a6521c8a01b158a9cea3baff120f86ac4ae6e419d285d171a1,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_AO.png,1639590,1.6 MB,2,3279180,3.1 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
852f10deb0cab8a6521c8a01b158a9cea3baff120f86ac4ae6e419d285d171a1,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_1_AO.png,1639590,1.6 MB,2,3279180,3.1 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
7776e88c50116389642ce97acbae143d4e07bda329539e7bd38ff3f957e4d442,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/coffee_maker_1_AO.png,793039,774.5 KB,2,1586078,1.5 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
7776e88c50116389642ce97acbae143d4e07bda329539e7bd38ff3f957e4d442,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/coffee_maker_AO.png,793039,774.5 KB,2,1586078,1.5 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
1dafa5d7495d33eb4fca51807f88eadf699df6f160023ce3664aedc5bccebab3,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/M_washbasin2_1_AO.png,555017,542.0 KB,2,1110034,1.1 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
1dafa5d7495d33eb4fca51807f88eadf699df6f160023ce3664aedc5bccebab3,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/M_washbasin2_AO.png,555017,542.0 KB,2,1110034,1.1 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c59f405bea0add5d55d47651e30f8a9cb3f75580258ed47423e0eb2c2dc74424,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_1_AO.png,207574,202.7 KB,4,830296,810.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c59f405bea0add5d55d47651e30f8a9cb3f75580258ed47423e0eb2c2dc74424,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_AO.png,207574,202.7 KB,4,830296,810.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c59f405bea0add5d55d47651e30f8a9cb3f75580258ed47423e0eb2c2dc74424,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_1_AO.png,207574,202.7 KB,4,830296,810.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
c59f405bea0add5d55d47651e30f8a9cb3f75580258ed47423e0eb2c2dc74424,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_AO.png,207574,202.7 KB,4,830296,810.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
1fa60c2735832be64ca542026d43e9e3e9ab9f3a75e31e3ab0b8dd4ac5edef74,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_AO.png,1278652,1.2 MB,2,2557304,2.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
1fa60c2735832be64ca542026d43e9e3e9ab9f3a75e31e3ab0b8dd4ac5edef74,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_1_AO.png,1278652,1.2 MB,2,2557304,2.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
a17ec48065f2668d441d2a94878d5e6572df6b2f37a71c575995d5cd5abcda76,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/LightBulb02On_AO.png,4655,4.5 KB,4,18620,18.2 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
a17ec48065f2668d441d2a94878d5e6572df6b2f37a71c575995d5cd5abcda76,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/LightBulb02On_1_AO.png,4655,4.5 KB,4,18620,18.2 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
a17ec48065f2668d441d2a94878d5e6572df6b2f37a71c575995d5cd5abcda76,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/LightBulb02On_Metallic.png,4655,4.5 KB,4,18620,18.2 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
a17ec48065f2668d441d2a94878d5e6572df6b2f37a71c575995d5cd5abcda76,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/LightBulb02On_1_Metallic.png,4655,4.5 KB,4,18620,18.2 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
bece9f2a4367feb4b35850eaade9ffc4bd2645f434bde7fdcffee931427f02ad,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_Metallic.png,195490,190.9 KB,2,390980,381.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
bece9f2a4367feb4b35850eaade9ffc4bd2645f434bde7fdcffee931427f02ad,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_1_Metallic.png,195490,190.9 KB,2,390980,381.8 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
514681cb720e321219afe3d46d736dd530cb601409c75c768b05e97b8e76f6c8,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_AO.png,71102,69.4 KB,2,142204,138.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
514681cb720e321219afe3d46d736dd530cb601409c75c768b05e97b8e76f6c8,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_1_AO.png,71102,69.4 KB,2,142204,138.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
78b88ef40eac2dddff82c7a7b42867c19975d54d3474b54a131b10c1310c2e4f,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metaldryer_1_AO.png,270717,264.4 KB,2,541434,528.7 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
78b88ef40eac2dddff82c7a7b42867c19975d54d3474b54a131b10c1310c2e4f,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metaldryer_AO.png,270717,264.4 KB,2,541434,528.7 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
0a13935656043da71d0d9a7743fbb796d68ee3613134535ce490d972b4cc4f84,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/M_toilet_1_Metallic.png,95500,93.3 KB,2,191000,186.5 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
0a13935656043da71d0d9a7743fbb796d68ee3613134535ce490d972b4cc4f84,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/M_toilet_Metallic.png,95500,93.3 KB,2,191000,186.5 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
b0a5bd438975a06d5223ef098e4bf5650e7b1cc372846acaeaeea48ea315b493,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plate_AO.png,721509,704.6 KB,2,1443018,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
b0a5bd438975a06d5223ef098e4bf5650e7b1cc372846acaeaeea48ea315b493,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plate_1_AO.png,721509,704.6 KB,2,1443018,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
900a5b182cbabd622b8e5dee2f9f1ea2d76f4fccb45c2e1fb4dacd1bc7705719,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dressing_mirror1_1_AO.png,628342,613.6 KB,2,1256684,1.2 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
900a5b182cbabd622b8e5dee2f9f1ea2d76f4fccb45c2e1fb4dacd1bc7705719,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dressing_mirror1_AO.png,628342,613.6 KB,2,1256684,1.2 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
cbc8373265e8570b2f89ded52cb136285c402f7a40396a6c41266bf3c6157ee5,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedside_lamp1_1_AO.png,165036,161.2 KB,2,330072,322.3 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
cbc8373265e8570b2f89ded52cb136285c402f7a40396a6c41266bf3c6157ee5,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedside_lamp1_AO.png,165036,161.2 KB,2,330072,322.3 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
9c8e03dc5109fd8f0da2e504573116acdb5c9bfa6f41d9dfeb04bd933364e445,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_1_Metallic.png,358001,349.6 KB,4,1432004,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
9c8e03dc5109fd8f0da2e504573116acdb5c9bfa6f41d9dfeb04bd933364e445,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_Metallic.png,358001,349.6 KB,4,1432004,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
9c8e03dc5109fd8f0da2e504573116acdb5c9bfa6f41d9dfeb04bd933364e445,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_1_Metallic.png,358001,349.6 KB,4,1432004,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
9c8e03dc5109fd8f0da2e504573116acdb5c9bfa6f41d9dfeb04bd933364e445,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_Metallic.png,358001,349.6 KB,4,1432004,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
42ce7dde79a60d045be28886cd5b846fd62611871fd59a19d0b626e004371bb7,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_2_AO.png,966986,944.3 KB,4,3867944,3.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
42ce7dde79a60d045be28886cd5b846fd62611871fd59a19d0b626e004371bb7,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_AO.png,966986,944.3 KB,4,3867944,3.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
42ce7dde79a60d045be28886cd5b846fd62611871fd59a19d0b626e004371bb7,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_3_AO.png,966986,944.3 KB,4,3867944,3.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
42ce7dde79a60d045be28886cd5b846fd62611871fd59a19d0b626e004371bb7,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_1_AO.png,966986,944.3 KB,4,3867944,3.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
091792f578c9df7bbfbdbc5db2e90e11736ea7ce8c7d817059198f2ffdfa7b31,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_metal_2_AO.png,474116,463.0 KB,3,1422348,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
091792f578c9df7bbfbdbc5db2e90e11736ea7ce8c7d817059198f2ffdfa7b31,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_metal_1_AO.png,474116,463.0 KB,3,1422348,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
091792f578c9df7bbfbdbc5db2e90e11736ea7ce8c7d817059198f2ffdfa7b31,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_metal_AO.png,474116,463.0 KB,3,1422348,1.4 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
7859f6014d531768a8ece7fbec0e1f1b8e996d9d937808699c6548a4b465d27d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_1_Metallic.png,107487,105.0 KB,2,214974,209.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
