path	sizeBytes	category	gitTracked	evidence
Assets/LowPolyLivingRoomPack/Prefabs/Stool_3.prefab	2425	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/Stool_4.prefab	2431	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/TV_Modern.prefab	2430	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/TV_Retro.prefab	2431	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/TV_remote_control.prefab	2441	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/Table.prefab	2429	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/Vase_1.prefab	2428	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/Vase_2.prefab	2424	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/Prefabs/Vase_3.prefab	2429	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/ScenesDemo/LowPolyLivingRoomPack_Demo.fbx	417100	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/ScenesDemo/LowPolyLivingRoomPack_Demo.prefab	177910	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/LowPolyLivingRoomPack/ScenesDemo/LowPolyLivingRoomPack_Demo.unity	13038	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/MeshellNotebookInteractionProxy.obj	255	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/Door_Side_Handle.prefab	156729	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/Patio_Window_Partial_Open.prefab	263092	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/SM_Window_Opening.prefab	143039	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/Window.prefab	237819	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/Window_Internal.prefab	83099	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/Window_askew.prefab	271887	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/flower.glb	2924424	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/mtrls/Black_Stone.mat	3915	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/mtrls/Grass.mat	3909	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/mtrls/square_Stone_pattern.mat	3924	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/rug.glb	29117224	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/txtrs/1_pavers stone regular blocks texture-seamless.jpg	1258251	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/txtrs/33_quartzite pavers stone regular blocks texture-seamless.jpg	715152	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/txtrs/Grass007_1K-JPG_Color.jpg	1767495	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/My_Custom/txtrs/Ground093C_1K-JPG_Color.jpg	563256	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/NewLayer 2.terrainlayer	751	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/NewLayer 3.terrainlayer	751	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/NewLayer 4.terrainlayer	751	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_Barn_01.fbx	34204	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_Barn_02.fbx	45132	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_ChickenCoop.fbx	23916	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_FarmMill_01.fbx	39388	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_FarmMill_02.fbx	102764	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_FarmerHouse.fbx	43004	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_GreenMouse.fbx	56428	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_Outhouses.fbx	19708	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_Silo_01.fbx	39388	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_Silo_02.fbx	31292	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_StoreBuilding_01.fbx	23804	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Demo/Farm_Ranch_Pack_1.0.0.fbx	1551036	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Bush_01.fbx	36412	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Bush_02.fbx	23420	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_01.fbx	18300	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_02.fbx	18908	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_02_Watered.fbx	18924	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_03.fbx	19868	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_03_Watered.fbx	19900	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_04.fbx	19212	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_04_Watered.fbx	19228	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_05.fbx	19244	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_05_Watered.fbx	19276	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_06.fbx	18828	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_06_Watered.fbx	18844	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_07.fbx	19276	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_07_Watered.fbx	19292	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_08.fbx	18828	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_08_Watered.fbx	18844	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_09.fbx	19788	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_09_Watered.fbx	19740	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_10.fbx	19084	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_FarmLand_10_Watered.fbx	19116	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassLand_Cornor.fbx	18940	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassLand_Cross.fbx	18924	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassLand_Plain.fbx	18300	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassLand_Stright.fbx	18476	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_01.fbx	22460	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_02.fbx	24780	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_03.fbx	22620	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_04.fbx	19596	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_06.fbx	20044	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_07.fbx	22796	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_MetalFence_01.fbx	22812	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Tree_01.fbx	31388	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Tree_02.fbx	23004	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Tree_03.fbx	30412	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Tree_04.fbx	24476	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Tree_05.fbx	24492	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
